V(Vg=1.4),Gmeas(Vg=1.4),V(Vg=1.8),Gmeas(Vg=1.8),V(Vg=2.2),Gmeas(Vg=2.2),V(Vg=2.6),Gmeas(Vg=2.6),V(Vg=3.0),Gmeas(Vg=3.0),V(Vg=3.4),Gmeas(Vg=3.4),V(Vg=3.8),Gmeas(Vg=3.8)

0.027042035500000002,0.004627061666376574,0.024134976000000002,0.0071150832442497276,0.021689245500000003,0.010524727754166994,0.019456916,0.014076405803883195,0.017590375500000005,0.0175691194754865,0.015914728000000003,0.021268374606375328,0.014390924499999999,0.025514488942387534

0.054424147500000006,0.004590204014382576,0.048406870000000005,0.006970875100781679,0.043354062000000006,0.010311879231267109,0.03889925450000001,0.013674066401015893,0.03505399050000001,0.01720433080437131,0.03170122500000001,0.020832120978294382,0.028594696000000003,0.02498068041862622

0.08250118550000002,0.004179216400276569,0.07341279000000002,0.0062711406028389035,0.06569223150000002,0.009290011322671373,0.05905280500000003,0.012546216315663956,0.05313655000000003,0.015656098100746717,0.04806213500000002,0.019099497462561912,0.04340507000000003,0.023046233007690483

0.11194450500000001,0.003560314156455465,0.09978959000000001,0.005466935812092511,0.08943829,0.008203216909971427,0.08024622000000001,0.011198718180997913,0.07246430000000001,0.01403225435152326,0.06552396500000002,0.017047053019105876,0.05911182000000001,0.02073095075658653

0.142848575,0.0030741563865812373,0.127342705,0.004757275907103088,0.11420102500000001,0.0072454841066725145,0.102669075,0.009780946972873782,0.09272339500000001,0.012499617816999731,0.08409793500000001,0.015218058784464097,0.07593062499999997,0.018354874186341238

0.17492419999999997,0.0026280302883606396,0.15626262,0.004029265847352339,0.14035402,0.006183425311266855,0.126528515,0.008562111664948493,0.11436323000000001,0.010842616580399058,0.10380657000000001,0.013436523917473282,0.09399501999999998,0.016265401092968892

0.20849880000000004,0.002141821595959078,0.18665371500000003,0.003388466783270571,0.16803463500000004,0.005298164772609108,0.15156444000000005,0.007442327104904268,0.13743846,0.009461939364109608,0.12486347500000003,0.011734590350768851,0.11320283500000003,0.014288362234100745

0.24359082,0.0017879578557299766,0.21840982500000003,0.002862679689918232,0.196978435,0.0045405736091780075,0.1781279,0.0063555872619666795,0.16177381500000002,0.008239997847395073,0.14727732,0.01020033238434964,0.13385913500000002,0.0123857737717496

0.279834505,0.0015030229186060837,0.251484625,0.0023566971746903395,0.227366555,0.003796082047160877,0.20610780000000004,0.005435506122768737,0.18755442500000002,0.007057368740762816,0.17112324500000003,0.008850615432109073,0.15593646500000002,0.010856261298158358

0.31740954499999996,0.00122588734690504,0.28605840000000005,0.001972784338352982,0.25924327999999996,0.0032649533652467475,0.235505415,0.004699873327496379,0.21483502999999998,0.006166549580804448,0.19633495,0.007728823689103227,0.179250715,0.009567801824165275

0.356196175,0.0010170511078189757,0.321659825,0.0016620303814923409,0.29209444500000004,0.0027863727639312595,0.26606362000000006,0.00403569369445165,0.24315773500000004,0.005325207402636598,0.22282191000000007,0.006676776697341602,0.20386801500000007,0.008213003724623044

0.3960443700000001,0.0008313099751517503,0.3585756900000001,0.0013350066626770614,0.3264144100000001,0.002270451940861048,0.2980401350000001,0.0033843214439448566,0.2730929750000001,0.004479547444885386,0.2508033400000001,0.005721925085527461,0.23017435000000014,0.00709173519173932

0.43701694500000016,0.0006423198913598038,0.3967107950000001,0.0011134091475831303,0.36204244000000013,0.0019340874444691639,0.33136118000000014,0.0028967857221123944,0.3043563400000001,0.003890248075875128,0.28010754000000015,0.004975987465436265,0.25761110000000015,0.006262586937605862

0.4790969850000001,0.0005317295833770477,0.43574996000000005,0.0009429056577493957,0.39855464000000007,0.001658913480327799,0.3657070700000001,0.002486631029845607,0.33665288000000004,0.003389813039088907,0.31057590000000007,0.004303202133056053,0.2862778000000001,0.005444909753740177

0.5218454650000002,0.00045479618430642444,0.4757914450000001,0.0007498134301207565,0.4361964900000001,0.001364837489097891,0.40124032500000006,0.002111302681670194,0.37013355500000017,0.0028922263691647356,0.3423516450000001,0.003722813143085981,0.3162615750000001,0.004707876857132079

0.56545559,0.0003430008654614447,0.516892965,0.0006297142819400756,0.47490160500000006,0.0011584652727317122,0.43778168,0.0018194794181166443,0.40479207500000003,0.002491054762397667,0.37517671500000005,0.0032554366982929174,0.34746348500000007,0.004129827644374046

0.6099194550000001,0.0002770861599967593,0.5586116700000001,0.0005411611381370299,0.5143770750000001,0.0009939355313705414,0.4752445200000001,0.0015532956283873757,0.44039749500000014,0.0021738592584170345,0.4090613100000001,0.002825638837040898,0.37966542000000003,0.003633040446610585

0.6549035200000002,0.00024332150919853068,0.6011918500000002,0.0004234897967037392,0.5547363750000001,0.0008296821751078488,0.5136751700000002,0.0013313925590225767,0.4769328150000001,0.001884830202682267,0.44398188500000013,0.0024853389101937356,0.41295340000000014,0.003184993490527219

0.7004610800000001,0.00018599334557674514,0.6445542850000001,0.00034414345718728205,0.595895015,0.0006923286985738425,0.5528771950000001,0.0011384697870924752,0.5143738950000001,0.0016148827844611187,0.47971047000000006,0.002173862614220678,0.44719261500000007,0.00280388532403062

0.746643135,0.00016268018642457706,0.688521835,0.0002927112444899014,0.637808115,0.0005752482406455879,0.59294724,0.0009755670661298903,0.552732805,0.001401791649045604,0.516437975,0.00185871512593597,0.48236972,0.0024656872460700934

0.7930974450000001,0.00016228582734609883,0.733057015,0.00022778231593716092,0.6804126050000001,0.00047550876335650054,0.63366677,0.000818007468705787,0.5917831900000001,0.0012206763957737158,0.554077275,0.0016266447026477139,0.5184165450000001,0.002148496006656826

